Id,SalePrice
1461,116034.7321500785
1462,157306.24993213054
1463,181300.04390343276
1464,191424.66018194362
1465,211114.82298106162
1466,171768.02382244603
1467,175730.67538569437
1468,162018.65129231318
1469,201186.71344336454
1470,114405.10012353142
1471,183421.97899017276
1472,94738.9612669212
1473,94724.75774124029
1474,145922.76469520255
1475,105805.72340044624
1476,344480.8777600578
1477,256690.56019460555
1478,297554.83504488267
1479,313962.342294245
1480,458178.0768481249
1481,339178.92374706647
1482,221655.73048453368
1483,180092.18297667548
1484,160989.8834555976
1485,194312.10100063964
1486,193759.54628450624
1487,333365.10065899027
1488,223938.4335371709
1489,198675.5230085514
1490,237316.06871886074
1491,200241.6579754773
1492,94799.87820563324
1493,198679.45198142374
1494,311485.5505735473
1495,288638.8654928596
1496,230282.9311624603
1497,182209.47827619853
1498,179675.0128056934
1499,162318.85493697054
1500,157704.03573173285
1501,179311.55010713503
1502,144372.6171132801
1503,284228.32167890115
1504,243453.0801637134
1505,227508.95203839106
1506,189967.81808921424
1507,246773.36710600145
1508,199727.71100101215
1509,161907.23413210153
1510,146481.33474575938
1511,159537.02821235443
1512,173550.08447238593
1513,145248.9304802206
1514,177504.8831557501
1515,195988.84509996363
1516,154145.89054638453
1517,173394.32926970327
1518,123504.46521359321
1519,209230.99674486343
1520,128596.58704528015
1521,128839.06899572042
1522,181780.67748001916
1523,112823.05653929022
1524,118163.57002913208
1525,116744.73806439227
1526,114322.51838040353
1527,109832.24472921426
1528,133191.6147917021
1529,149680.90529544858
1530,181560.48469714393
1531,114367.61266061083
1532,98404.97236960076
1533,151047.88015465208
1534,126926.49886713986
1535,152403.0576766919
1536,110221.76413084468
1537,62176.507266871624
1538,147740.91427711237
1539,192681.855457279
1540,87182.4933778153
1541,133631.6036148029
1542,142962.8330766583
1543,184208.07646987087
1544,91955.12764539987
1545,121385.68995301344
1546,141701.26084378263
1547,132944.42529024344
1548,139299.7325227852
1549,121461.30982343954
1550,138445.89814523095
1551,107495.95633505305
1552,133601.36188130727
1553,146360.10708083888
1554,115022.96350544132
1555,164980.63690967404
1556,83453.90396672285
1557,110710.5678182557
1558,97282.17008899547
1559,86455.7938598982
1560,136912.20624651914
1561,118796.21569087205
1562,133808.9719596349
1563,118756.27783167938
1564,159665.11210464366
1565,149378.70623239895
1566,246339.7824715328
1567,75873.85036120765
1568,244901.29139759266
1569,121932.91465559948
1570,142972.58700918438
1571,124801.3696564616
1572,137897.8817488269
1573,264275.90898986475
1574,125622.91452268689
1575,222159.09381431542
1576,237683.3689194944
1577,179420.57914323398
1578,137408.9019301967
1579,149677.05794383783
1580,196774.66986906776
1581,161878.26154113255
1582,126937.67686914817
1583,289843.785620074
1584,216813.1778801477
1585,138525.19197405686
1586,65005.1731253376
1587,126048.70768387488
1588,151760.31255484102
1589,100586.59393949754
1590,132947.47508863456
1591,92276.42639130389
1592,120754.50166627784
1593,126659.09427935665
1594,127441.20365807063
1595,109690.88771924021
1596,221614.6748883295
1597,189671.25466634688
1598,235313.41548336289
1599,168716.55773309065
1600,163780.21984819963
1601,61593.44113595342
1602,115174.88503616484
1603,99683.81641230406
1604,266402.17432743375
1605,239444.2398138724
1606,160083.1370603498
1607,171056.37664277892
1608,218101.61342812653
1609,186397.18839840995
1610,161639.9367574957
